112	2	493	0
0	304	303	0
107	10	490	0
107	12	488	0
112	3	492	0
21	267	319	0
112	3	492	0
20	263	324	0
112	3	492	0
0	295	312	0
14	202	391	0
107	12	488	0
73	99	435	0
21	205	381	0
1	231	375	0
20	279	308	0
1	236	370	0
83	54	470	0
107	12	488	0
112	3	492	0
0	296	311	0
97	118	392	0
114	0	493	0
20	256	331	0
113	0	494	0
25	231	351	0
53	130	424	0
60	105	442	0
3	291	313	0
0	270	337	0
3	297	307	0
13	210	384	0
0	235	372	0
0	272	335	0
20	231	356	0
108	7	492	0
130	65	412	0
11	255	341	0
22	263	322	0
111	17	479	0
64	92	451	0
0	263	344	0
20	270	317	0
14	202	391	0
133	88	386	0
78	83	446	0
13	254	340	0
79	87	441	0
176	13	418	0
13	201	393	0
44	171	392	0
1	232	374	0
3	235	369	0
94	163	350	0
0	293	314	0
20	271	316	0
8	283	316	0
83	53	471	0
92	160	355	0
0	283	324	0
0	301	306	0
59	107	441	0
20	272	315	0
39	221	347	0
0	291	316	0
107	10	490	0
0	295	312	0
112	3	492	0
178	14	415	0
180	9	418	0
177	9	421	0
0	302	305	0
0	303	304	0
107	7	493	0
20	264	323	0
179	8	420	0
3	297	307	0
3	237	367	0
0	233	374	0
31	252	324	0
7	292	308	0
179	6	422	0
59	105	443	0
3	299	305	0
100	21	486	0
132	94	381	0
0	292	315	0
0	294	313	0
143	53	411	0
0	289	318	0
11	259	337	0
125	4	478	0
97	141	369	0
176	14	417	0
1	290	316	0
59	103	444	1
20	266	321	0
95	160	352	0
7	288	312	0
0	228	379	0
108	7	492	0
64	123	420	0
3	295	309	0
112	1	494	0
7	284	316	0
21	264	322	0
20	267	320	0
20	269	318	0
29	256	322	0
17	241	349	0
22	186	399	0
0	292	315	0
59	202	346	0
53	228	326	0
0	292	315	0
30	255	322	0
0	292	315	0
3	294	310	0
0	304	303	0
0	295	312	0
172	28	407	0
59	103	445	0
0	297	310	0
3	289	315	0
20	265	322	0
20	240	347	0
50	248	309	0
30	221	356	0
40	231	336	0
183	2	422	0
1	284	322	0
7	217	383	0
180	13	414	0
0	283	324	0
7	220	380	0
0	298	309	0
112	2	493	0
0	256	351	0
111	6	490	0
180	9	418	0
14	203	390	0
112	1	494	0
111	2	494	0
111	4	492	0
112	4	491	0
0	241	366	0
112	1	494	0
0	296	311	0
111	5	491	0
113	0	494	0
112	3	492	0
112	6	489	0
111	4	492	0
112	4	491	0
113	3	491	0
113	1	493	0
112	1	494	0
112	3	492	0
66	111	430	0
112	4	491	0
1	237	369	0
112	4	491	0
0	296	311	0
112	1	494	0
83	57	467	0
0	242	365	0
111	5	491	0
2	301	304	0
0	297	310	0
50	150	407	0
0	291	316	0
112	2	493	0
113	4	490	0
0	296	311	0
113	3	491	0
112	3	492	0
0	234	373	0
11	254	342	0
112	4	491	0
113	2	492	0
112	2	493	0
110	5	492	0
111	2	494	0
142	56	409	0
83	55	469	0
108	10	489	0
112	3	492	0
109	7	491	0
59	108	440	0
3	236	368	0
113	1	493	0
0	237	370	0
111	4	492	0
112	3	492	0
0	241	366	0
115	0	492	0
0	295	312	0
112	4	491	0
112	3	492	0
107	10	490	0
3	233	371	0
0	296	311	0
112	3	492	0
20	272	315	0
13	194	400	0
115	2	490	0
0	304	303	0
108	7	492	0
112	4	491	0
0	242	365	0
133	94	380	0
112	3	492	0
7	247	353	0
112	2	493	0
112	5	490	0
113	2	492	0
112	3	492	0
112	4	491	0
109	7	491	0
112	0	495	0
112	3	492	0
109	7	491	0
13	242	352	0
113	2	492	0
112	6	489	0
3	234	370	0
3	234	370	0
107	9	491	0
100	27	480	0
112	4	491	0
109	6	492	0
0	299	308	0
